Source	Source primary accession	Source secondary accession	Target	Target primary accession	Target secondary accession
PomBase	ENSRNA049623901-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049623935	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049623935-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624000	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624000-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624044	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624044-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624069	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624069-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624114	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624114-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624192	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624192-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624288	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624288-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624350	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624350-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624397	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624397-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624467	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624467-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624522	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624522-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624571	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624571-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624674	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624674-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624797	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624797-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624856	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624856-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624916	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624916-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624959	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049624959-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625021	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625021-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625092	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625092-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625151	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625151-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625216	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625216-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625262	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625262-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625312	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625312-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625381	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625381-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625420	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625420-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625465	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625465-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625531	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625531-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625600	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625600-T1	Schizosaccharomyces_pombe	sequence	CU329672	
PomBase	ENSRNA049625665	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049625665-T1	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049625774	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049625774-T1	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049625835	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049625835-T1	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049625876	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049625876-T1	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049625910	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049625910-T1	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049625975	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049625975-T1	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626050	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626050-T1	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626140	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626140-T1	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626205	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626205-T1	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626270	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626270-T1	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626304	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626304-T1	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626359	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626359-T1	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626437	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626437-T1	Schizosaccharomyces_pombe	sequence	X54421	
PomBase	ENSRNA049626499	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626499-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626555	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626555-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626597	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626597-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626680	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626680-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626722	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626722-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626802	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626802-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626864	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626864-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626918	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626918-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626982	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049626982-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627029	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627029-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627123	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627123-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627179	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627179-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627223	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627223-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627265	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627265-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627340	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627340-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627433	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627433-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627494	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627494-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627588	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627588-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627646	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627646-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627707	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627707-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627745	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627745-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627819	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627819-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627905	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627905-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627956	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049627956-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628005	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628005-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628088	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628088-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628168	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628168-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628231	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628231-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628307	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628307-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628356	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628356-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628402	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628402-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628446	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628446-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628471	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628471-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628543	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628543-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628658	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628658-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628693	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628693-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628756	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628756-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628837	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628837-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628875	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628875-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628927	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628927-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628987	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049628987-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629048	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629048-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629109	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629109-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629155	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629155-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629225	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629225-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629286	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629286-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629355	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629355-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629443	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629443-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629509	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629509-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629570	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629570-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629631	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629631-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629679	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629679-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629724	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629724-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629766	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629766-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629840	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629840-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629926	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629926-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629978	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049629978-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630059	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630059-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630111	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630111-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630184	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630184-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630202	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630202-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630249	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630249-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630298	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630298-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630358	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630358-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630430	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630430-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630497	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630497-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630555	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630555-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630597	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630597-T1	Schizosaccharomyces_pombe	sequence	CU329671	
PomBase	ENSRNA049630661	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049630661-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049630718	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049630718-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049630773	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049630773-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049630825	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049630825-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049630868	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049630868-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049630944	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049630944-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049630991	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049630991-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631028	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631028-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631077	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631077-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631116	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631116-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631187	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631187-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631250	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631250-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631317	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631317-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631359	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631359-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631425	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631425-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631467	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631467-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631524	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631524-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631591	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631591-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631624	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631624-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631682	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631682-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631718	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631718-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631780	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631780-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631827	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631827-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631884	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631884-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631945	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631945-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631987	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049631987-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632025	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632025-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632057	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632057-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632115	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632115-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632161	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632161-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632208	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632208-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632230	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632230-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632274	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632274-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632300	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632300-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632350	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632350-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632393	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632393-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632447	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632447-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632499	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632499-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632545	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632545-T1	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632595	Schizosaccharomyces_pombe	sequence	CU329670	
PomBase	ENSRNA049632595-T1	Schizosaccharomyces_pombe	sequence	CU329670	
