Source	Source primary accession	Source secondary accession	Target	Target primary accession	Target secondary accession
TAIR	1000429676	AT4G11216	sequence	CP002687	
TAIR	1000429677	AT4G11213	sequence	CP002687	
TAIR	1000429692	AT4G31265	sequence	CP002687	
TAIR	1000429693	AT4G32475	sequence	CP002687	
TAIR	1000429694	AT4G22635	sequence	CP002687	
TAIR	1000429695	AT4G00085	sequence	CP002687	
TAIR	1000429696	AT4G31075	sequence	CP002687	
TAIR	1000429700	AT4G32765	sequence	CP002687	
TAIR	1000429701	AT4G03135	sequence	CP002687	
TAIR	1000429702	AT4G03405	sequence	CP002687	
TAIR	1000429703	AT4G03285	sequence	CP002687	
TAIR	1000429704	AT4G01355	sequence	CP002687	
TAIR	1000429705	AT4G31695	sequence	CP002687	
TAIR	1000429707	AT4G34035	sequence	CP002687	
TAIR	1000429708	AT4G18725	sequence	CP002687	
TAIR	1000429709	AT4G18815	sequence	CP002687	
TAIR	1000429710	AT4G28915	sequence	CP002687	
TAIR	1000429711	AT4G10815	sequence	CP002687	
TAIR	1000429712	AT4G11405	sequence	CP002687	
TAIR	1000429714	AT4G39615	sequence	CP002687	
TAIR	1000429715	AT4G39672	sequence	CP002687	
TAIR	1000429716	AT4G36197	sequence	CP002687	
TAIR	1000429717	AT4G36245	sequence	CP002687	
TAIR	1000429718	AT4G24565	sequence	CP002687	
TAIR	1000429720	AT4G28362	sequence	CP002687	
TAIR	1000429752	AT4G20115	sequence	CP002687	
TAIR	1000429761	AT4G29415	sequence	CP002687	
TAIR	1000429762	AT4G11985	sequence	CP002687	
TAIR	1000429763	AT4G12065	sequence	CP002687	
TAIR	1000429764	AT4G12115	sequence	CP002687	
TAIR	1000429809	AT4G01455	sequence	CP002687	
TAIR	1000429810	AT4G34975	sequence	CP002687	
TAIR	1000429811	AT4G31895	sequence	CP002687	
TAIR	1000429812	AT4G32265	sequence	CP002687	
TAIR	1000429814	AT4G34415	sequence	CP002687	
TAIR	1000429815	AT4G37175	sequence	CP002687	
TAIR	1000429816	AT4G36635	sequence	CP002687	
TAIR	1000429817	AT3G48515	sequence	CP002686	
TAIR	1000429818	AT3G56825	sequence	CP002686	
TAIR	1000429819	AT3G56705	sequence	CP002686	
TAIR	1000429820	AT3G06665	sequence	CP002686	
TAIR	1000429821	AT3G30345	sequence	CP002686	
TAIR	1000429822	AT3G46875	sequence	CP002686	
TAIR	1000429823	AT3G60805	sequence	CP002686	
TAIR	1000429825	AT3G50665	sequence	CP002686	
TAIR	1000429826	AT3G60075	sequence	CP002686	
TAIR	1000429827	AT3G12585	sequence	CP002686	
TAIR	1000429828	AT3G12385	sequence	CP002686	
TAIR	1000429829	AT3G48275	sequence	CP002686	
TAIR	1000429830	AT3G61105	sequence	CP002686	
TAIR	1000429831	AT3G04525	sequence	CP002686	
TAIR	1000429832	AT3G52285	sequence	CP002686	
TAIR	1000429833	AT3G52345	sequence	CP002686	
TAIR	1000429834	AT3G10035	sequence	CP002686	
TAIR	1000429835	AT3G10015	sequence	CP002686	
TAIR	1000429836	AT3G48745	sequence	CP002686	
TAIR	1000429837	AT3G14855	sequence	CP002686	
TAIR	1000429838	AT3G63003	sequence	CP002686	
TAIR	1000429839	AT3G63006	sequence	CP002686	
TAIR	1000429840	AT3G50505	sequence	CP002686	
TAIR	1000429841	AT3G07185	sequence	CP002686	
TAIR	1000429842	AT3G07115	sequence	CP002686	
TAIR	1000429843	AT3G62285	sequence	CP002686	
TAIR	1000429844	AT3G62245	sequence	CP002686	
TAIR	1000429845	AT3G49925	sequence	CP002686	
TAIR	1000429846	AT3G58035	sequence	CP002686	
TAIR	1000429847	AT3G28695	sequence	CP002686	
TAIR	1000429848	AT3G28685	sequence	CP002686	
TAIR	1000429849	AT3G29095	sequence	CP002686	
TAIR	1000429850	AT3G19235	sequence	CP002686	
TAIR	1000429851	AT3G18815	sequence	CP002686	
TAIR	1000429853	AT3G15585	sequence	CP002686	
TAIR	1000429854	AT3G20365	sequence	CP002686	
TAIR	1000429855	AT3G20885	sequence	CP002686	
TAIR	1000429858	AT3G27555	sequence	CP002686	
TAIR	1000429863	AT3G13223	sequence	CP002686	
TAIR	1000429864	AT3G21475	sequence	CP002686	
TAIR	1000429865	AT3G14735	sequence	CP002686	
TAIR	1000429867	AT3G26747	sequence	CP002686	
TAIR	1000429868	AT3G16552	sequence	CP002686	
TAIR	1000429870	AT3G13335	sequence	CP002686	
TAIR	1000429871	AT3G13855	sequence	CP002686	
TAIR	1000429874	AT3G27825	sequence	CP002686	
TAIR	1000429875	AT3G27845	sequence	CP002686	
TAIR	1000429876	AT3G15055	sequence	CP002686	
TAIR	1000429878	AT3G25715	sequence	CP002686	
TAIR	1000429880	AT3G18952	sequence	CP002686	
TAIR	1000429882	AT3G58165	sequence	CP002686	
TAIR	1000429883	AT3G52955	sequence	CP002686	
TAIR	1000429885	AT3G53775	sequence	CP002686	
TAIR	1000429886	AT3G53965	sequence	CP002686	
TAIR	1000429887	AT3G01705	sequence	CP002686	
TAIR	1000429889	AT3G20655	sequence	CP002686	
TAIR	1000429890	AT3G52765	sequence	CP002686	
TAIR	1000429891	AT3G61545	sequence	CP002686	
TAIR	1000429892	AT3G06335	sequence	CP002686	
TAIR	1000429893	AT3G06105	sequence	CP002686	
TAIR	1000429894	AT3G62735	sequence	CP002686	
TAIR	1000429895	AT3G59415	sequence	CP002686	
TAIR	1000429896	AT3G51265	sequence	CP002686	
TAIR	1000429897	AT3G51135	sequence	CP002686	
TAIR	1000429898	AT3G11505	sequence	CP002686	
TAIR	1000429899	AT3G11395	sequence	CP002686	
TAIR	1000429900	AT3G59926	sequence	CP002686	
TAIR	1000429901	AT3G59923	sequence	CP002686	
TAIR	1000429902	AT3G52565	sequence	CP002686	
TAIR	1000429903	AT3G05525	sequence	CP002686	
TAIR	1000429906	AT3G41979	sequence	CP002686	
TAIR	1000429907	AT3G41768	sequence	CP002686	
TAIR	1000429908	AT3G03845	sequence	CP002686	
TAIR	1000429909	AT3G03852	sequence	CP002686	
TAIR	1000429910	AT3G55795	sequence	CP002686	
TAIR	1000429911	AT3G55735	sequence	CP002686	
TAIR	1000429912	AT3G56085	sequence	CP002686	
TAIR	1000429913	AT3G50835	sequence	CP002686	
TAIR	1000429914	AT3G50895	sequence	CP002686	
TAIR	1000429915	AT3G07055	sequence	CP002686	
TAIR	1000429916	AT3G06900	sequence	CP002686	
TAIR	1000429917	AT3G07025	sequence	CP002686	
TAIR	1000429918	AT3G45955	sequence	CP002686	
TAIR	1000429919	AT3G45965	sequence	CP002686	
TAIR	1000429920	AT3G45935	sequence	CP002686	
TAIR	1000429921	AT3G02715	sequence	CP002686	
TAIR	1000429922	AT3G61825	sequence	CP002686	
TAIR	1000429923	AT3G61755	sequence	CP002686	
TAIR	1000429924	AT3G61715	sequence	CP002686	
TAIR	1000429925	AT3G57645	sequence	CP002686	
TAIR	1000429926	AT3G57765	sequence	CP002686	
TAIR	1000429927	AT3G02315	sequence	CP002686	
TAIR	1000429928	AT3G44955	sequence	CP002686	
TAIR	1000429929	AT3G10415	sequence	CP002686	
TAIR	1000429931	AT3G46585	sequence	CP002686	
TAIR	1000429932	AT3G09595	sequence	CP002686	
TAIR	1000429933	AT3G09585	sequence	CP002686	
TAIR	1000429934	AT3G09505	sequence	CP002686	
TAIR	1000429935	AT3G11285	sequence	CP002686	
TAIR	1000429936	AT3G02335	sequence	CP002686	
TAIR	1000429937	AT3G05755	sequence	CP002686	
TAIR	1000429938	AT3G05835	sequence	CP002686	
TAIR	1000429949	AT2G07743	sequence	CP002685	
TAIR	1000429950	AT2G07742	sequence	CP002685	
TAIR	1000429951	AT2G07762	sequence	CP002685	
TAIR	1000429952	AT2G07758	sequence	CP002685	
TAIR	1000429953	AT2G07756	sequence	CP002685	
TAIR	1000429954	AT2G07765	sequence	CP002685	
TAIR	1000429955	AT2G07761	sequence	CP002685	
TAIR	1000429956	AT2G07763	sequence	CP002685	
TAIR	1000429957	AT2G07764	sequence	CP002685	
TAIR	1000429958	AT2G07757	sequence	CP002685	
TAIR	1000429959	AT2G07759	sequence	CP002685	
TAIR	1000429960	AT2G07766	sequence	CP002685	
TAIR	1000429965	AT2G07752	sequence	CP002685	
TAIR	1000429966	AT2G07753	sequence	CP002685	
TAIR	1000429967	AT2G07755	sequence	CP002685	
TAIR	1000429968	AT2G07745	sequence	CP002685	
TAIR	1000429969	AT2G07748	sequence	CP002685	
TAIR	1000429970	AT2G07746	sequence	CP002685	
TAIR	1000429971	AT2G07754	sequence	CP002685	
TAIR	1000429980	AT2G01020	sequence	CP002685	
TAIR	1000429981	AT2G01010	sequence	CP002685	
TAIR	1000429984	AT2G34985	sequence	CP002685	
TAIR	1000429988	AT1G08115	sequence	CP002684	
TAIR	1000430036	AT1G61275	sequence	CP002684	
TAIR	1000430083	AT1G03746	sequence	CP002684	
TAIR	1000430084	AT1G03515	sequence	CP002684	
TAIR	1000430085	AT1G55625	sequence	CP002684	
TAIR	1000430089	AT1G19376	sequence	CP002684	
TAIR	1000430090	AT1G80250	sequence	CP002684	
TAIR	1000430111	AT5G50995	sequence	CP002688	
TAIR	1000430112	AT5G51055	sequence	CP002688	
TAIR	1000430114	AT5G50805	sequence	CP002688	
TAIR	1000430115	AT5G49435	sequence	CP002688	
TAIR	1000430116	AT5G43535	sequence	CP002688	
TAIR	1000430117	AT5G44283	sequence	CP002688	
TAIR	1000430118	AT5G44375	sequence	CP002688	
TAIR	1000430119	AT5G13845	sequence	CP002688	
TAIR	1000430120	AT5G14035	sequence	CP002688	
TAIR	1000430121	AT5G54865	sequence	CP002688	
TAIR	1000430122	AT5G07625	sequence	CP002688	
TAIR	1000430123	AT5G07675	sequence	CP002688	
TAIR	1000430124	AT5G41675	sequence	CP002688	
TAIR	1000430125	AT5G41605	sequence	CP002688	
TAIR	1000430126	AT5G56365	sequence	CP002688	
TAIR	1000430127	AT5G46105	sequence	CP002688	
TAIR	1000430128	AT5G18005	sequence	CP002688	
TAIR	1000430129	AT5G18015	sequence	CP002688	
TAIR	1000430130	AT5G18085	sequence	CP002688	
TAIR	1000430132	AT5G54375	sequence	CP002688	
TAIR	1000430133	AT5G54365	sequence	CP002688	
TAIR	1000430134	AT5G03775	sequence	CP002688	
TAIR	1000430135	AT5G61445	sequence	CP002688	
TAIR	1000430136	AT5G61345	sequence	CP002688	
TAIR	1000430137	AT5G61455	sequence	CP002688	
TAIR	1000430138	AT5G56975	sequence	CP002688	
TAIR	1000430139	AT5G56745	sequence	CP002688	
TAIR	1000430140	AT5G35605	sequence	CP002688	
TAIR	1000430141	AT5G48465	sequence	CP002688	
TAIR	1000430143	AT5G05795	sequence	CP002688	
TAIR	1000430144	AT5G54075	sequence	CP002688	
TAIR	1000430146	AT5G40945	sequence	CP002688	
TAIR	1000430147	AT5G59945	sequence	CP002688	
TAIR	1000430150	AT5G40545	sequence	CP002688	
TAIR	1000430152	AT5G06685	sequence	CP002688	
TAIR	1000430153	AT5G46325	sequence	CP002688	
TAIR	1000430154	AT5G46315	sequence	CP002688	
TAIR	1000430155	AT5G40395	sequence	CP002688	
TAIR	1000430156	AT5G58495	sequence	CP002688	
TAIR	1000430157	AT5G16375	sequence	CP002688	
TAIR	1000430159	AT5G23665	sequence	CP002688	
TAIR	1000430160	AT5G45745	sequence	CP002688	
TAIR	1000430161	AT5G45715	sequence	CP002688	
TAIR	1000430162	AT5G60963	sequence	CP002688	
TAIR	1000430163	AT5G60966	sequence	CP002688	
TAIR	1000430165	AT5G55505	sequence	CP002688	
TAIR	1000430166	AT5G57885	sequence	CP002688	
TAIR	1000430167	AT5G39535	sequence	CP002688	
TAIR	1000430168	AT5G22315	sequence	CP002688	
TAIR	1000430169	AT5G43455	sequence	CP002688	
TAIR	1000430170	AT5G38155	sequence	CP002688	
TAIR	1000430171	AT5G39895	sequence	CP002688	
TAIR	1000430172	AT5G09975	sequence	CP002688	
TAIR	1000430174	AT5G01365	sequence	CP002688	
TAIR	1000430175	AT5G25625	sequence	CP002688	
TAIR	1000430176	AT5G25585	sequence	CP002688	
TAIR	1000430178	AT5G19095	sequence	CP002688	
TAIR	1000430179	AT5G18755	sequence	CP002688	
TAIR	1000430180	AT5G02435	sequence	CP002688	
TAIR	1000430181	AT5G02385	sequence	CP002688	
TAIR	1000430182	AT5G27715	sequence	CP002688	
TAIR	1000430185	AT5G08075	sequence	CP002688	
TAIR	1000430186	AT5G02505	sequence	CP002688	
TAIR	1000430187	AT5G02725	sequence	CP002688	
TAIR	1000430188	AT5G02615	sequence	CP002688	
TAIR	1000430196	AT5G07135	sequence	CP002688	
TAIR	1000430197	AT5G07315	sequence	CP002688	
TAIR	1000430198	AT5G10235	sequence	CP002688	
TAIR	1000430199	AT5G09345	sequence	CP002688	
TAIR	1000430200	AT5G02025	sequence	CP002688	
TAIR	1000430218	AT5G32017	sequence	CP002688	
TAIR	1000430238	AT5G53487	sequence	CP002688	
TAIR	1000529421	AT2G28056	sequence	CP002685	
TAIR	1000529609	AT3G17185	sequence	CP002686	
TAIR	1000529677	AT4G31877	sequence	CP002687	
TAIR	1000530129	AT1G52615	sequence	CP002684	
TAIR	1000629393	AT2G07778	sequence	CP002685	
TAIR	1000629394	AT2G07793	sequence	CP002685	
TAIR	1000629395	AT2G07794	sequence	CP002685	
TAIR	1000629396	AT2G07792	sequence	CP002685	
TAIR	1000629397	AT5G66535	sequence	CP002688	
TAIR	1000629398	AT5G66568	sequence	CP002688	
TAIR	1000629399	AT5G65535	sequence	CP002688	
TAIR	1000629400	AT5G65615	sequence	CP002688	
TAIR	1000629401	AT5G67455	sequence	CP002688	
TAIR	1000629402	AT5G61835	sequence	CP002688	
TAIR	1000629403	AT5G63145	sequence	CP002688	
TAIR	1000629404	AT5G65445	sequence	CP002688	
TAIR	1000629405	AT5G65305	sequence	CP002688	
TAIR	1000629406	AT5G66755	sequence	CP002688	
TAIR	1000629407	AT5G66817	sequence	CP002688	
TAIR	1000629408	AT5G64735	sequence	CP002688	
TAIR	1000629409	AT5G65015	sequence	CP002688	
TAIR	1000629410	AT5G64855	sequence	CP002688	
TAIR	1000629411	AT5G64505	sequence	CP002688	
TAIR	1000629412	AT1G45238	sequence	CP002684	
TAIR	1000629413	AT1G45234	sequence	CP002684	
TAIR	1000629414	AT1G45246	sequence	CP002684	
TAIR	1000629415	AT1G45244	sequence	CP002684	
TAIR	1000629416	AT1G45242	sequence	CP002684	
TAIR	1000629417	AT1G45236	sequence	CP002684	
TAIR	1000629418	AT1G45240	sequence	CP002684	
TAIR	1001029410	AT1G48267	sequence	CP002684	
TAIR	1001029418	AT1G73687	sequence	CP002684	
TAIR	1001029420	AT1G48742	sequence	CP002684	
TAIR	1001029421	AT1G01183	sequence	CP002684	
TAIR	1001029430	AT1G26235	sequence	CP002684	
TAIR	1001029437	AT1G66783	sequence	CP002684	
TAIR	1001029440	AT1G66795	sequence	CP002684	
TAIR	1001029441	AT1G12013	sequence	CP002684	
TAIR	1001029466	AT1G50055	sequence	CP002684	
TAIR	1001029469	AT1G18075	sequence	CP002684	
TAIR	1001029478	AT1G66725	sequence	CP002684	
TAIR	1001029479	AT1G26233	sequence	CP002684	
TAIR	1001029487	AT1G69587	sequence	CP002684	
TAIR	1001029491	AT1G67195	sequence	CP002684	
TAIR	1001029496	AT2G31751	sequence	CP002685	
TAIR	1001029507	AT2G39681	sequence	CP002685	
TAIR	1001029512	AT2G46685	sequence	CP002685	
TAIR	1001029519	AT2G39675	sequence	CP002685	
TAIR	1001029553	AT2G25095	sequence	CP002685	
TAIR	1001029558	AT2G39175	sequence	CP002685	
TAIR	1001029571	AT2G47585	sequence	CP002685	
TAIR	1001029581	AT3G61897	sequence	CP002686	
TAIR	1001029588	AT3G24615	sequence	CP002686	
TAIR	1001029601	AT3G24614	sequence	CP002686	
TAIR	1001029610	AT3G63375	sequence	CP002686	
TAIR	1001029618	AT3G18217	sequence	CP002686	
TAIR	1001029629	AT3G23125	sequence	CP002686	
TAIR	1001029631	AT3G51375	sequence	CP002686	
TAIR	1001029640	AT3G13405	sequence	CP002686	
TAIR	1001029644	AT3G10745	sequence	CP002686	
TAIR	1001029648	AT3G22886	sequence	CP002686	
TAIR	1001029660	AT4G19395	sequence	CP002687	
TAIR	1001029674	AT4G30972	sequence	CP002687	
TAIR	1001029682	AT4G23713	sequence	CP002687	
TAIR	1001029698	AT4G17788	sequence	CP002687	
TAIR	1001029705	AT4G25631	sequence	CP002687	
TAIR	1001029723	AT4G00885	sequence	CP002687	
TAIR	1001029727	AT4G15258	sequence	CP002687	
TAIR	1001029734	AT4G05048	sequence	CP002687	
TAIR	1001029741	AT5G43603	sequence	CP002688	
TAIR	1001029742	AT5G63715	sequence	CP002688	
TAIR	1001029754	AT5G08717	sequence	CP002688	
TAIR	1001029756	AT5G51174	sequence	CP002688	
TAIR	1001029758	AT5G41471	sequence	CP002688	
TAIR	1001029760	AT5G52471	sequence	CP002688	
TAIR	1001029774	AT5G41663	sequence	CP002688	
TAIR	1001029782	AT5G41905	sequence	CP002688	
TAIR	1001029795	AT5G10945	sequence	CP002688	
TAIR	1001029806	AT5G08712	sequence	CP002688	
TAIR	1001029807	AT5G10572	sequence	CP002688	
TAIR	1001029809	AT5G27807	sequence	CP002688	
TAIR	1001029811	AT5G11977	sequence	CP002688	
TAIR	1001029814	AT5G46845	sequence	CP002688	
TAIR	1001029816	AT5G45307	sequence	CP002688	
TAIR	1001029821	AT5G26147	sequence	CP002688	
TAIR	1001029827	AT5G01747	sequence	CP002688	
TAIR	1001029828	AT5G04275	sequence	CP002688	
TAIR	1001029833	AT5G66045	sequence	CP002688	
TAIR	1001029840	AT5G23065	sequence	CP002688	
TAIR	131974	AT5G23410	sequence	CP002688	
TAIR	132416	AT5G50190	sequence	CP002688	
TAIR	135664	AT5G08210	sequence	CP002688	
TAIR	1501129450	AT1G01448	sequence	CP002684	
TAIR	1501129453	AT1G02952	sequence	CP002684	
TAIR	1501129454	AT1G04295	sequence	CP002684	
TAIR	1501129460	AT1G06265	sequence	CP002684	
TAIR	1501129464	AT1G07728	sequence	CP002684	
TAIR	1501129475	AT1G11185	sequence	CP002684	
TAIR	1501129477	AT1G11592	sequence	CP002684	
TAIR	1501129478	AT1G11735	sequence	CP002684	
TAIR	1501129486	AT1G13448	sequence	CP002684	
TAIR	1501129487	AT1G14518	sequence	CP002684	
TAIR	1501129488	AT1G15175	sequence	CP002684	
TAIR	1501129489	AT1G15405	sequence	CP002684	
TAIR	1501129494	AT1G18415	sequence	CP002684	
TAIR	1501129495	AT1G18735	sequence	CP002684	
TAIR	1501129498	AT1G19371	sequence	CP002684	
TAIR	1501129500	AT1G20375	sequence	CP002684	
TAIR	1501129501	AT1G20515	sequence	CP002684	
TAIR	1501129514	AT1G25098	sequence	CP002684	
TAIR	1501129515	AT1G26208	sequence	CP002684	
TAIR	1501129516	AT1G26218	sequence	CP002684	
TAIR	1501129517	AT1G26558	sequence	CP002684	
TAIR	1501129519	AT1G26973	sequence	CP002684	
TAIR	1501129520	AT1G26975	sequence	CP002684	
TAIR	1501129521	AT1G26985	sequence	CP002684	
TAIR	1501129526	AT1G28685	sequence	CP002684	
TAIR	1501129528	AT1G29071	sequence	CP002684	
TAIR	1501129529	AT1G29265	sequence	CP002684	
TAIR	1501129530	AT1G29357	sequence	CP002684	
TAIR	1501129532	AT1G29785	sequence	CP002684	
TAIR	1501129534	AT1G30282	sequence	CP002684	
TAIR	1501129537	AT1G31173	sequence	CP002684	
TAIR	1501129538	AT1G31258	sequence	CP002684	
TAIR	1501129539	AT1G31358	sequence	CP002684	
TAIR	1501129540	AT1G32582	sequence	CP002684	
TAIR	1501129541	AT1G33415	sequence	CP002684	
TAIR	1501129542	AT1G33615	sequence	CP002684	
TAIR	1501129543	AT1G34418	sequence	CP002684	
TAIR	1501129554	AT1G34844	sequence	CP002684	
TAIR	1501129564	AT1G43765	sequence	CP002684	
TAIR	1501129576	AT1G48315	sequence	CP002684	
TAIR	1501129578	AT1G49952	sequence	CP002684	
TAIR	1501129581	AT1G51645	sequence	CP002684	
TAIR	1501129583	AT1G52185	sequence	CP002684	
TAIR	1501129584	AT1G52347	sequence	CP002684	
TAIR	1501129588	AT1G53233	sequence	CP002684	
TAIR	1501129591	AT1G53683	sequence	CP002684	
TAIR	1501129592	AT1G53687	sequence	CP002684	
TAIR	1501129594	AT1G54355	sequence	CP002684	
TAIR	1501129597	AT1G55525	sequence	CP002684	
TAIR	1501129598	AT1G56165	sequence	CP002684	
TAIR	1501129599	AT1G56242	sequence	CP002684	
TAIR	1501129600	AT1G56612	sequence	CP002684	
TAIR	1501129607	AT1G58590	sequence	CP002684	
TAIR	1501129608	AT1G60025	sequence	CP002684	
TAIR	1501129609	AT1G60505	sequence	CP002684	
TAIR	1501129610	AT1G60525	sequence	CP002684	
TAIR	1501129611	AT1G60545	sequence	CP002684	
TAIR	1501129619	AT1G62035	sequence	CP002684	
TAIR	1501129621	AT1G62355	sequence	CP002684	
TAIR	1501129624	AT1G63005	sequence	CP002684	
TAIR	1501129629	AT1G67365	sequence	CP002684	
TAIR	1501129630	AT1G68568	sequence	CP002684	
TAIR	1501129634	AT1G69792	sequence	CP002684	
TAIR	1501129635	AT1G69795	sequence	CP002684	
TAIR	1501129636	AT1G69797	sequence	CP002684	
TAIR	1501129637	AT1G72855	sequence	CP002684	
TAIR	1501129640	AT1G75295	sequence	CP002684	
TAIR	1501129642	AT1G76135	sequence	CP002684	
TAIR	1501129645	AT1G77235	sequence	CP002684	
TAIR	1501129647	AT1G78265	sequence	CP002684	
TAIR	1501129648	AT1G79075	sequence	CP002684	
TAIR	1501129651	AT1G80325	sequence	CP002684	
TAIR	1501129655	AT2G03445	sequence	CP002685	
TAIR	1501129659	AT2G05995	sequence	CP002685	
TAIR	1501129660	AT2G09795	sequence	CP002685	
TAIR	1501129661	AT2G10606	sequence	CP002685	
TAIR	1501129664	AT2G13665	sequence	CP002685	
TAIR	1501129667	AT2G16145	sequence	CP002685	
TAIR	1501129669	AT2G16245	sequence	CP002685	
TAIR	1501129677	AT2G19425	sequence	CP002685	
TAIR	1501129678	AT2G19582	sequence	CP002685	
TAIR	1501129684	AT2G21187	sequence	CP002685	
TAIR	1501129685	AT2G21188	sequence	CP002685	
TAIR	1501129693	AT2G22668	sequence	CP002685	
TAIR	1501129694	AT2G22955	sequence	CP002685	
TAIR	1501129697	AT2G24545	sequence	CP002685	
TAIR	1501129699	AT2G24755	sequence	CP002685	
TAIR	1501129702	AT2G26692	sequence	CP002685	
TAIR	1501129704	AT2G30362	sequence	CP002685	
TAIR	1501129707	AT2G31585	sequence	CP002685	
TAIR	1501129708	AT2G32273	sequence	CP002685	
TAIR	1501129710	AT2G32698	sequence	CP002685	
TAIR	1501129713	AT2G32795	sequence	CP002685	
TAIR	1501129716	AT2G33815	sequence	CP002685	
TAIR	1501129719	AT2G34202	sequence	CP002685	
TAIR	1501129720	AT2G34204	sequence	CP002685	
TAIR	1501129721	AT2G34208	sequence	CP002685	
TAIR	1501129725	AT2G35637	sequence	CP002685	
TAIR	1501129726	AT2G35738	sequence	CP002685	
TAIR	1501129728	AT2G35945	sequence	CP002685	
